text_id,text,original_sdg_labels,summarized_assigned_sdgs,primary_sdgs,secondary_sdgs,multi_hot_vector,max_similarity_score,num_assigned_labels,sdg_1,sdg_2,sdg_3,sdg_4,sdg_5,sdg_6,sdg_7,sdg_8,sdg_9,sdg_10,sdg_11,sdg_12,sdg_13,sdg_14,sdg_15,sdg_16,sdg_17
0033a165843817c6af43ae9e802dd189,"In the last decade, and particularly since 2010, the number of discharges per capita has tended to decrease, and is now in line with the OECD average mentioned previously. For example, rural dwellers represent 43% of the population but only 32% of hospital attendances. In the absence of additional information, it not possible to determine whether or not this difference signals disparities in access for rural populations, and if so, whether the drivers are geographic, cultural or infrastructural. No data appear to be collected on access to care from the patient perspective, which would aid in understanding the nature of (and remedies for) barriers to access. Overall, it is not possible to determine with the available data whether patient income or socio-economic characteristics play a role in reaching the hospital gates or being admitted. Uneven access probably also stems from the inability of facilities across regions to provide the same services.",[3],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.23412133753299713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0033dadef04b7adbdd14320547f92c95,"This paper examines the effects of child, early and forced marriages (CEFM) within the Commonwealth, with a specific focus on East Africa, and highlights how to best address the issue using international, regional, and national legal norms and judicial processes currently in place. The East African countries examined are Kenya, Rwanda, Uganda and Tanzania. The introduction is then followed by the background section which gives a historical overview of CEFM at the global level.",[5],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.2504366338253021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0034e3f6a955d974cccb1565c7b1a0de,"To respond to these new challenges PSV has been encouraged to develop strong links with business and enterprises, to cover remote areas and to cater for less affluent students. It analyses the impact of the dual sector universities in Australia, short cycle higher education in Scotland, three sub-sectors of Norway’s tertiary education and the emerging non-university higher education in Italy, as well as the vocational education and training in Spain. It discusses the issues of transition, participation and collaboration of different types ofpost-secondary education and analysis the impact of policy changes.",[4],"[4, 9, 8]",[],"[4, 9, 8]","[0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0.35112571716308594,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
0037695bd85443c7a051cd9f2bc02cea,"At the same time, highly unequal countries, like South Africa and Brazil, have relatively stable proportions of the population that believe incomes should be made more equal. The shift in preferences towards redistribution in the BRICS shown in Figure 4.12 is in line with similar findings for OECD countries (OECD, forthcoming). Only in a few OECD countries has no change been found since the late 1980s. Of course, the view that “incomes should be made more (or less) equal” says little about the preferred method for achieving such a change. How these attitudes towards inequality translate into concrete government policy, such as tax and transfer schemes or public service provision, is an important part of the social contract in every country.",[10],"[1, 10, 4, 8]",[1],"[10, 4, 8]","[1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0.4409271776676178,4,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
003a771b49ec35167101c5842611cd35,"Thus,for example, the stigma attached to welfare recipients or the poor increases their disadvantage. Similarly, dignity and recognition wrongs can cause disadvantage.54 Undervaluing women’s work is a recognition wrong that directly causes socio-economic disadvantage; hence the right to equal pay for work of equal value is an important synthesis of the first two dimensions of the right to equality: redressing disadvantage and addressing stigma and stereotyping. This step has been taken by both the CESCR and the CEDAW Committee. Reporting Guidelines”, para 29; CESCR, Ecuador, op.",[5],"[5, 4, 1]",[],"[5, 4, 1]","[1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.37824326753616333,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
004008a7bcfb140797184b0f00fd675a,"In Bandung City, 44% of total revenue in 2016 is expected to come in the form of transfers from the national government. A common problem w'ith such automatic transfers is the way they are calculated. The General Allocation Fund is partly allocated based on the registered population in the local governments and does not take into account unregistered population, which is high in the City of Bandung.",[11],[10],[],[10],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0.37842732667922974,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0044d13c9660479fe02307d649e95837,"It deals with educational outcomes for these groups and analyses the main programmes targeted at them. The chapter places particular emphasis on areas of priority for Chile such as effective ways to use extra resources for disadvantaged students, the monitoring of the learning outcomes of specific student groups, and reflecting Indigenous cultures in the Chilean education system. The chapter also reviews strategies for rural education and the provision and funding of special needs education. First, it describes educational outcomes for these groups of students. Second, it considers the main programmes targeted to specific groups and analyses their strengths and challenges. Finally, the chapter provides some specific policy recommendations.",[4],"[4, 9]",[],"[4, 9]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0.394972562789917,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0047195205677a5bcce79b52e4bfcd51,"Groundwater has been discussed in the context of pricing and financing (OECD, 2009a and 2009b), energy (OECD, 2012b), risk management (OECD, 2013e), and broader perspectives covering climate change (OECD, 2013d and 2014a). Groundwater is also featured in the reviews of water reforms at the country level (e.g. Fuentes, 2011; OECD, 2013b). All these reports include sections, sub-sections, paragraphs, or illustrations that relate to groundwater, but they do not convey policy conclusions specifically geared towards the managers of specific types of groundwater, especially in the context of agriculture. First, a consistent observation is that groundwater is generally under-studied and there is a need for more in-depth assessment of groundwater stocks, use, and management practices.",[6],"[6, 15, 13]","[6, 15]",[13],"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",0.5262665152549744,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
004cf7b0bbc8f0f761c488a7f15eb866,"Some of these interlinkages and synergies are fundamental to facets of building climate change resilience and reducing inequalities. The interlinkages between climate change and other dimensions of development are also well reflected in other Goals. If the frequency and intensity of climate hazards increase, it will be harder for countries to end poverty and hunger, achieve food security, improve nutrition, promote sustainable agriculture and ensure healthy lives (Goals 1-3).",[13],"[13, 11, 17, 15, 9]","[13, 11, 17, 15, 9]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]",0.7495876550674438,5,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
004d6337ba90d278081c4b3d6f00a85f,"Those in the informal sector are often hit hardest by external shocks; lacking effective social protection coverage, they rely on the flexibility of shifting between different, if low-paid, tasks. When adversity strikes they are more isolated, with less access to networks and relationships of support. They can also be disadvantaged when it comes to emergency relief.",[1],"[9, 1]",[9],[1],"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0.4142700433731079,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
004d7719d6c26c11427bb3e89535efab,"Foster capacity-building at all levels of government. This implies combining investment in physical water and sanitation “hard” infrastructure with the provision of “soft’ infrastructure, which is essentially the institutions upon which water outcomes rely. The development of skills, technical expertise and knowledge and the availability of staff and time are preconditions for effective governance of water policy.",[6],"[9, 6, 15, 17, 11]","[9, 6, 15, 17, 11]",[],"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1]",0.532691240310669,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
004df4e1e6a7122fe2876f4342e908d1,"At federal level, the National Water Commission (CONAGUA) is the main body in charge of water planning, financing and strategic setting; there is no overarching framework for the provision of water services which, according to the Constitution, is the responsibility of municipalities with varying levels of capacity and resources. The 1992 National Water Law has gradually transferred water resource responsibilities to 13 river basin organisations, which operate as CONAGUA implementing agencies. While some progress has been achieved in better managing interdependencies across stakeholders and creating an overarching framework for water resources management, much remains to be done to overcome the scattered regulatory framework for water services. Irrigation units typically operate without a legal identity and are not organised to voice their concerns.",[6],"[6, 15, 13]",[6],"[15, 13]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",0.42332223057746887,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0059520388019c9dc0c8dda76c00bd9e,"In addition to rising sea levels and global temperatures, extreme weather events are becoming more common and natural habitats such as coral reefs are declining. These changes affect people everywhere, but disproportionately harm the poorest and the most vulnerable. Concerted action is urgently needed to stem climate change and strengthen resilience to pervasive and ever-increasing climate-related hazards.",[13],"[13, 14, 15, 11, 6]","[13, 14, 15, 11]",[6],"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0]",0.6997916102409363,5,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0
0059f134c141fe1981c25551eca038ac,"In contrast, when electricity firms are controlled by investment funds, rather than forming part of transnational companies, there is less opportunity for operational synergies and knowledge transfers within the enterprise. If the presence of investment funds in the sector were to expand, it could produce a business model in which ownership of the assets (by the investment funds) is separated from their management ( in the hands of the electricity firms), in a system similar to that operated by some hotel groups. In that year, it purchased 38% of EDENOR, one of the leading energy distributors in Argentina. Later it increased its interests in this country with other transmission and generating companies.",[7],"[9, 7, 17]",[],"[9, 7, 17]","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",0.3518938422203064,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0060bca9e7e186b86b4cf055d487ea36,"The implicit tax penalty for married women should also be removed, as the Federal Council is currently considering. More flexibility in working arrangements could further alleviate women’s cost of reconciling work and family life. For instance, facilitating flexi-time, annualised hours, job-sharing, part-time and telework options for both women and men, and creating paternity and/or consecutive, take-it-or-leave-it parental leave could facilitate transition in and out of the labour market.",[5],"[5, 4, 3]",[],"[5, 4, 3]","[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.3246987760066986,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0062160dc39a0a604227605439b17180,"There are many unqualified teachers in schools, as it is difficult to hire qualified teachers. One indication of the recognition of the important role of teachers in this context is Alberta’s inclusion of additional questions in the 2018 OECD Teaching and Learning International Survey pertaining to teachers’ and school leaders’ understanding of issues related to Indigenous cultures, history and working with Indigenous students, as well as on relevant professional development. The holistic approach of Indigenous peoples stresses how much these contribute to the overall well-being of children, as well as everyone else, in addition to factors such as material advantage and disadvantage. The trauma suffered by Indigenous peoples, including through the residential school system, is still acutely felt by many. Indeed, we were told that the symptoms of trauma may be increasing rather than diminishing with the passage of time, exacerbated through intergenerational relationships. Against this bigger picture, specific surveys of particular provinces and territories, and comparing Indigenous and non-Indigenous young people, can be better understood (Freeman, King and Pickett, 2016).",[4],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.2675286531448364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0065aaa240be58d5a1502859fac85680,"In other words, factors that might make a child more prone to experiencing deprivation in a single domain might not make that child more liable to being cumulatively deprived and vice versa. Living in a less densely populated area, for example, has little impact on children’s risks of domain deprivation (with the exception of Germany) and even predicts a lower probability of deprivation in the environment domain. Nevertheless, a child living in an intermediate or thinly populated area in either France or the UK faces higher odds of experiencing cumulative deprivation.",[1],"[1, 3]",[],"[1, 3]","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.3452470600605011,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0069d4b9a97524a8083b72f7145c2175,"Female genital mutilation is sometimes a precursor to child marriage as it is associated with a woman’s “coming of age”. Female genital mutilation may also result in a variety of reproductive health issues, including maternal and infant mortality and obstetric fistula. Pre-natal sex selection and sex selective abortions are forms of discrimination against women and are symptomatic of the devalued status of women in society. In addition, over the past 60 years, numerous provisions in international legal and policy frameworks have called for legal measures to address “harmful practices”.",[5],"[3, 5, 4]",[3],"[5, 4]","[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.43936973810195923,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
00704743fa4f6f0708910f2aa61eaa36,"The programme relied on strategic integration of all relevant agencies involved in delivering mental health services for this group, and identifying children's needs in the school context. In addition to training teachers, this programme also consisted of social and emotional learning programmes. Parents and community' were also involved in the learning and social aspects of the initiative.",[3],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.2743864059448242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0078213fc0005108502b27088b43cbf4,"Although a wide range of public health initiatives are in place, their impact is rarely evaluated. Furthermore, a recent WHO evaluation against essential public health functions found weaknesses mechanisms for perfonnance and accountability (particularly at sub-national level) and training of the public health workforce. A good example of this is the Comision de Enlace Salud, Industriay Comercio (COESAINCO, the Commission for liaison between health, industry and commerce), established in 2012. This brings together the Ministries of Health, Economics, External Trade and the Presidency, and a number of national trade and industry bodies (including those representing the pharmaceutical sector).",[3],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.294111430644989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00793f64e9c2a144baee10ec94c862e3,"Only 14 LDCs have even limited oil-refining capacity, the output of which is overwhelmed by that of the other manufacturing sectors. Similarly, available national accounts and employment data typically group together energy-related utilities — electricity and gas — and water supply, with no further breakdown. In households where both women and men are engaged in wood collection, the gender distribution of time savings may also differ significantly from that of time allocation: even if women spend more time than men collecting wood, a greater share of the time savings may accrue to men. This should be achieved through both centralized and decentralized energy technologies and systems, combining the three general models of grid extension, mini-grid access and off-grid access (AGECC, 2010).",[7],[7],[7],[],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.40826261043548584,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0079ecf3ee3fb853b9e4a245944d0d6b,"The conclusion is that the evolution of the two components of the greenhouse gas intensity measure should be separately identifiable. The ratio itself could give an indication about the greening of production and about structural economic shifts, but not necessarily about the greening of growth. A decline in the emission intensity of production gives no indication of whether such a reduction has been achieved through genuine efficiency improvements or changes in the energy mix, or by substituting away from energy-intensive production through purchases of carbonintensive intermediate products abroad, among a number of other explanations.",[7],"[12, 7, 13, 14, 17]",[],"[12, 7, 13, 14, 17]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1]",0.3772165775299072,5,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1
00807f106a220853aa9718a456be2814,"These are comprehensive and contemporary in their thinking and approaches, and align the country with international agreements and the EU approximation process. They set the country on the right path towards sustainable development. The challenge facing the Government now is to complete the high-priority strategic actions set forth and, in partnership with public enterprises, public institutions, the private sector, and the public, to apply the products of those actions in day-to-day administration. Its overall goal is to increase the contribution of the forestry sector to the national economy and rural development through sustainable forest management; reliance on renewable resources; protection of the local and global environment; and the delivery of products and services for improving the quality of life of all citizens.",[15],"[8, 17, 11, 7, 16]","[8, 17, 11, 7, 16]",[],"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1]",0.4918341338634491,5,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1
00846c887bf9f4c8006e2b13ed12bcb8,"Of mammals, four species are extinct at the national level and five species are critically endangered (lynx, leopard, striped hyena, red deer and wild goat). Of the two species of tur - West Caucasian tur {Capra caucasica) and East Caucasian tur (Capra cylindricomis) - the West Caucasian tur has the smallest population size and is found in only a few areas of Georgia. Among ungulates, the rarest species is the wild goat (Capra aegagrus), found only in Tusheti Protected Areas with an estimated population size of 210.",[15],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.20097334682941437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00864801b442bb957360e47bfe0575d9,"More males than females suffer and die from diarrhoea in every region except South-East Asia. Absence or inadequate provision of public toilets for women reflects - and reinforces - women's exclusion from public power and public spaces more generally. Yet many millions of people in the world lack even the most rudimentary means of obtaining safe water, while billions do not have sanitation facilities that are protected from outside contamination (UN 2015, UN 2014, UN-Women 2014, WHO and UNICEF 2014). Water and sanitation access, demand, provision, priority, health, organization and policy are gendered, even if this is manifested in different ways in different places. The gendered dimensions of the water, sanitation and hygiene (WASH) sector are increasingly reflected in public policy agendas, but concrete results have been partial and uneven. Water was generally thought of as a physical resource whose provision was determined, for the most part, by the hydrological cycle and physical infrastructure.",[6],"[6, 4, 15, 11, 12]","[6, 4, 15]","[11, 12]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]",0.476672887802124,5,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
00866ed06339fbe351d2fb3157ce5042,"Drawing on the sub-set of AfT data within the CRS, the OECD data show that - for all donors and for all developing countries - flows classified under TRA (the final and barely visible column on the right) are negligible compared with the other three categories, particularly those destined for ‘building productive capacity’ or ‘economic infrastructure’. As shown in Table 13.1, the negligible share of measured TRA in relation to total AfT flows is present across all major country classifications, irrespective of the year chosen in the CRS database. For 2009, TRA flows do not equal more than 0.38 per cent of the value of total AfT flows when countries are disaggregated by geographic area, income group or status as an SVE.",[10],"[10, 17]",[],"[10, 17]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0.3278970718383789,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0086fbc04a08e9d44b3f2742da11a0b1,"So the implications of moving to neutral policies (free trade) will vary within and between food exporters and food importers. This approach subsumes the combined effects of policies and transaction costs in impeding price transmission. Data from the FAO Global Information and Early Warning System show that recent food price increases have had heterogeneous impacts (Sharma, 2012).",[2],"[12, 10]",[],"[12, 10]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]",0.3624381124973297,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
008baba8edac85b8a4a4b2423b2f4f68,"According to ECLAC estimates, between 2002 and 2014 poverty and extreme poverty both fell considerably in the region: the poverty rate from 44.5% to 27.8%, and the extreme poverty rate from 11.2% to 7.8%, with the steepest fall occurring in the first half of that period. However, in 2015 and again in 2016 both rates rose, representing a setback that was especially severe in the case of extreme poverty. In turn, the extreme poverty rate will likely remain at the same level as in 2017, which would push up the numbers living in this situation by around 1 million. A range of procedures and assumptions are adopted for these measurements, which gives them the specificity necessary for use in the national context, but limits their comparability between countries.",[1],"[1, 10, 2, 3, 4]",[1],"[10, 2, 3, 4]","[1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0.673639714717865,5,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
009408d19e771891fcce817c7c7316db,"Following their concerns that physicians across the Japanese health system were not able to identify signs of psychological distress which could help reduce suicide, the Japanese Medical Association reports that they began sharing information and guidance on depression with all doctors, first in 2004 and then again in 2009. At present, only indicators on the rate of seclusion and restraint, and involuntary admission, are collected by providers and at a Prefectural level. Systematically collected information on the mental health care system is limited to structural indicators - facilities, staff numbers, bed numbers.",[3],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.11053592711687088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0097c0f798f0b5c53e2efe8fe99f7b18,"The benefits of this are: reduced infrastructure costs, the potential for less car use for commuting if people live near where they w'ork and preserving land for agriculture and nature. To maintain support for the plan’s objectives, the two core communes may have to compensate these losing communes, w'hich of course reduces the benefits of the strategy. Moreover, the spatial strategy seems to assume that new employers will be w illing to settle for a higher cost and more complex to develop browmfield sites in Nantes or Saint-Nazaire over greenfield sites in a rural commune.",[11],"[11, 9]",[],"[11, 9]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",0.3292970359325409,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
009884c9b9157d1d54f2194426ce3c87,"On average, women do the greatest share of unremunerated housework and childcare in Korea, Japan, Mexico, Portugal, Turkey and Italy, where women undertake more than three-quarters of all unpaid work. Women in Turkey and Mexico spend the most time per day on unpaid work, in absolute values, at over six hours per day on average, compared with under two hours for men (OECD Gender Data Portal). The gaps are typically even larger in developing countries (OECD, 2014a), where inadequate access to time-saving infrastructure (e.g., water piped into the home) and technology (e.g., washing machines) increases the total time required for unpaid work.",[5],[1],[],[1],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.3748525381088257,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
