text_id,text,summarized_text,original_sdg_labels,dual_summarized_assigned_sdgs,primary_sdgs,secondary_sdgs,multi_hot_vector,max_similarity_score,num_assigned_labels,sdg_1,sdg_2,sdg_3,sdg_4,sdg_5,sdg_6,sdg_7,sdg_8,sdg_9,sdg_10,sdg_11,sdg_12,sdg_13,sdg_14,sdg_15,sdg_16,sdg_17
0033a165843817c6af43ae9e802dd189,"In the last decade, and particularly since 2010, the number of discharges per capita has tended to decrease, and is now in line with the OECD average mentioned previously. For example, rural dwellers represent 43% of the population but only 32% of hospital attendances. In the absence of additional information, it not possible to determine whether or not this difference signals disparities in access for rural populations, and if so, whether the drivers are geographic, cultural or infrastructural. No data appear to be collected on access to care from the patient perspective, which would aid in understanding the nature of (and remedies for) barriers to access. Overall, it is not possible to determine with the available data whether patient income or socio-economic characteristics play a role in reaching the hospital gates or being admitted. Uneven access probably also stems from the inability of facilities across regions to provide the same services.",Rural dwellers represent 43% of the population but only 32% of hospital attendances. Uneven access probably also stems from the inability of facilities across regions to provide the same services.,[3],"[3, 1, 10]",[],"[3, 1, 10]","[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0.2469428926706314,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0033dadef04b7adbdd14320547f92c95,"This paper examines the effects of child, early and forced marriages (CEFM) within the Commonwealth, with a specific focus on East Africa, and highlights how to best address the issue using international, regional, and national legal norms and judicial processes currently in place. The East African countries examined are Kenya, Rwanda, Uganda and Tanzania. The introduction is then followed by the background section which gives a historical overview of CEFM at the global level.","This paper examines the effects of child, early and forced marriages (CEFM) within the Commonwealth. The East African countries examined are Kenya, Rwanda, Uganda and Tanzania.",[5],"[3, 4, 16, 5, 8]",[],"[3, 4, 16, 5, 8]","[0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0.2811233103275299,5,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0
0034e3f6a955d974cccb1565c7b1a0de,"To respond to these new challenges PSV has been encouraged to develop strong links with business and enterprises, to cover remote areas and to cater for less affluent students. It analyses the impact of the dual sector universities in Australia, short cycle higher education in Scotland, three sub-sectors of Norway’s tertiary education and the emerging non-university higher education in Italy, as well as the vocational education and training in Spain. It discusses the issues of transition, participation and collaboration of different types ofpost-secondary education and analysis the impact of policy changes.","PSV has been encouraged to develop strong links with business and enterprises, to cover remote areas and to cater for less affluent students. It analyses the impact of the dual sector universities in Australia, short cycle higher education in Scotland and three sub-sectors of Norway’s tertiary education.",[4],"[9, 4, 8, 10]","[9, 4, 8]",[10],"[0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",0.34676456451416016,4,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
0037695bd85443c7a051cd9f2bc02cea,"At the same time, highly unequal countries, like South Africa and Brazil, have relatively stable proportions of the population that believe incomes should be made more equal. The shift in preferences towards redistribution in the BRICS shown in Figure 4.12 is in line with similar findings for OECD countries (OECD, forthcoming). Only in a few OECD countries has no change been found since the late 1980s. Of course, the view that “incomes should be made more (or less) equal” says little about the preferred method for achieving such a change. How these attitudes towards inequality translate into concrete government policy, such as tax and transfer schemes or public service provision, is an important part of the social contract in every country.",The shift in preferences towards redistribution in the BRICS is in line with similar findings for OECD countries. Only in a few OECD countries has no change been found since the late 1980s. How these attitudes towards inequality translate into concrete government policy is an important part of the social contract in every country.,[10],"[16, 10, 1, 8, 4]",[],"[16, 10, 1, 8, 4]","[1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0]",0.2950682044029236,5,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
003a771b49ec35167101c5842611cd35,"Thus,for example, the stigma attached to welfare recipients or the poor increases their disadvantage. Similarly, dignity and recognition wrongs can cause disadvantage.54 Undervaluing women’s work is a recognition wrong that directly causes socio-economic disadvantage; hence the right to equal pay for work of equal value is an important synthesis of the first two dimensions of the right to equality: redressing disadvantage and addressing stigma and stereotyping. This step has been taken by both the CESCR and the CEDAW Committee. Reporting Guidelines”, para 29; CESCR, Ecuador, op.",The right to equal pay for work of equal value is an important synthesis of the first two dimensions of the right to equality: redressing disadvantage and addressing stigma and stereotyping. This step has been taken by both the CESCR and the CEDAW Committee.,[5],"[5, 4, 1, 11]","[5, 4]","[1, 11]","[1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0.3795642554759979,4,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
004008a7bcfb140797184b0f00fd675a,"In Bandung City, 44% of total revenue in 2016 is expected to come in the form of transfers from the national government. A common problem w'ith such automatic transfers is the way they are calculated. The General Allocation Fund is partly allocated based on the registered population in the local governments and does not take into account unregistered population, which is high in the City of Bandung.","In Bandung City, 44% of total revenue in 2016 is expected to come in the form of transfers from the national government. The General Allocation",[11],"[10, 8, 16, 17, 9]","[10, 8]","[16, 17, 9]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1]",0.3883412778377533,5,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
0044d13c9660479fe02307d649e95837,"It deals with educational outcomes for these groups and analyses the main programmes targeted at them. The chapter places particular emphasis on areas of priority for Chile such as effective ways to use extra resources for disadvantaged students, the monitoring of the learning outcomes of specific student groups, and reflecting Indigenous cultures in the Chilean education system. The chapter also reviews strategies for rural education and the provision and funding of special needs education. First, it describes educational outcomes for these groups of students. Second, it considers the main programmes targeted to specific groups and analyses their strengths and challenges. Finally, the chapter provides some specific policy recommendations.",The chapter places particular emphasis on areas of priority for Chile. It deals with educational outcomes for these groups and analyses the main programmes targeted at them. It also reviews strategies for rural education and the provision and funding of special needs education.,[4],"[4, 9, 1, 13, 8]",[4],"[9, 1, 13, 8]","[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0]",0.38864555954933167,5,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
0047195205677a5bcce79b52e4bfcd51,"Groundwater has been discussed in the context of pricing and financing (OECD, 2009a and 2009b), energy (OECD, 2012b), risk management (OECD, 2013e), and broader perspectives covering climate change (OECD, 2013d and 2014a). Groundwater is also featured in the reviews of water reforms at the country level (e.g. Fuentes, 2011; OECD, 2013b). All these reports include sections, sub-sections, paragraphs, or illustrations that relate to groundwater, but they do not convey policy conclusions specifically geared towards the managers of specific types of groundwater, especially in the context of agriculture. First, a consistent observation is that groundwater is generally under-studied and there is a need for more in-depth assessment of groundwater stocks, use, and management practices.","Groundwater has been discussed in the context of pricing and financing. Groundwater is also featured in the reviews of water reforms at the country level. There is a need for more in-depth assessment of groundwater stocks, use, and management practices.",[6],"[6, 15, 11, 17, 9]","[6, 15]","[11, 17, 9]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1]",0.4960614740848541,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
004cf7b0bbc8f0f761c488a7f15eb866,"Some of these interlinkages and synergies are fundamental to facets of building climate change resilience and reducing inequalities. The interlinkages between climate change and other dimensions of development are also well reflected in other Goals. If the frequency and intensity of climate hazards increase, it will be harder for countries to end poverty and hunger, achieve food security, improve nutrition, promote sustainable agriculture and ensure healthy lives (Goals 1-3).","Interlinkages between climate change and other dimensions of development are also well reflected in other Goals. If the frequency and intensity of climate hazards increase, it will",[13],"[13, 11, 15, 17, 14]","[13, 11, 15, 17, 14]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1]",0.6528171300888062,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1
004d6337ba90d278081c4b3d6f00a85f,"Those in the informal sector are often hit hardest by external shocks; lacking effective social protection coverage, they rely on the flexibility of shifting between different, if low-paid, tasks. When adversity strikes they are more isolated, with less access to networks and relationships of support. They can also be disadvantaged when it comes to emergency relief.","Those in the informal sector are often hit hardest by external shocks. They rely on the flexibility of shifting between different, if low",[1],"[9, 10, 8, 16, 1]",[9],"[10, 8, 16, 1]","[1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0]",0.40569499135017395,5,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
004d7719d6c26c11427bb3e89535efab,"Foster capacity-building at all levels of government. This implies combining investment in physical water and sanitation “hard” infrastructure with the provision of “soft’ infrastructure, which is essentially the institutions upon which water outcomes rely. The development of skills, technical expertise and knowledge and the availability of staff and time are preconditions for effective governance of water policy.",Foster capacity-building at all levels of government. This implies combining investment in physical water and sanitation ‘hard’,[6],"[6, 9, 11, 15, 17]","[6, 9, 11, 15, 17]",[],"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1]",0.5095859169960022,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
004df4e1e6a7122fe2876f4342e908d1,"At federal level, the National Water Commission (CONAGUA) is the main body in charge of water planning, financing and strategic setting; there is no overarching framework for the provision of water services which, according to the Constitution, is the responsibility of municipalities with varying levels of capacity and resources. The 1992 National Water Law has gradually transferred water resource responsibilities to 13 river basin organisations, which operate as CONAGUA implementing agencies. While some progress has been achieved in better managing interdependencies across stakeholders and creating an overarching framework for water resources management, much remains to be done to overcome the scattered regulatory framework for water services. Irrigation units typically operate without a legal identity and are not organised to voice their concerns.","At federal level, the National Water Commission (CONAGUA) is the main body in charge of water planning, financing and strategic setting. Irrigation units typically operate without a legal identity and are not organised to voice their concerns. The 1992 National Water Law has gradually transferred water resource responsibilities to 13 river basin organisations.",[6],"[6, 15, 13, 17, 16]","[6, 15]","[13, 17, 16]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1]",0.4133017659187317,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1
0059520388019c9dc0c8dda76c00bd9e,"In addition to rising sea levels and global temperatures, extreme weather events are becoming more common and natural habitats such as coral reefs are declining. These changes affect people everywhere, but disproportionately harm the poorest and the most vulnerable. Concerted action is urgently needed to stem climate change and strengthen resilience to pervasive and ever-increasing climate-related hazards.","Extreme weather events are becoming more common and natural habitats such as coral reefs are declining. These changes affect people everywhere, but disproportionately harm",[13],"[13, 14, 3, 15, 1]","[13, 14, 3, 15, 1]",[],"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]",0.41713330149650574,5,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0059f134c141fe1981c25551eca038ac,"In contrast, when electricity firms are controlled by investment funds, rather than forming part of transnational companies, there is less opportunity for operational synergies and knowledge transfers within the enterprise. If the presence of investment funds in the sector were to expand, it could produce a business model in which ownership of the assets (by the investment funds) is separated from their management ( in the hands of the electricity firms), in a system similar to that operated by some hotel groups. In that year, it purchased 38% of EDENOR, one of the leading energy distributors in Argentina. Later it increased its interests in this country with other transmission and generating companies.","When electricity firms are controlled by investment funds, there is less opportunity for operational synergies and knowledge transfers within the enterprise. If the presence of investment funds in the sector were to expand, it could produce a business model in which ownership of the assets is separated from their management.",[7],"[9, 17, 7, 8, 16]",[9],"[17, 7, 8, 16]","[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1]",0.39431047439575195,5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1
0060bca9e7e186b86b4cf055d487ea36,"The implicit tax penalty for married women should also be removed, as the Federal Council is currently considering. More flexibility in working arrangements could further alleviate women’s cost of reconciling work and family life. For instance, facilitating flexi-time, annualised hours, job-sharing, part-time and telework options for both women and men, and creating paternity and/or consecutive, take-it-or-leave-it parental leave could facilitate transition in and out of the labour market.",More flexibility in working arrangements could further alleviate women’s cost of reconciling work and family life. The implicit tax penalty for married women should also be,[5],"[5, 10, 3, 1, 4]",[],"[5, 10, 3, 1, 4]","[1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0.25205332040786743,5,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
0062160dc39a0a604227605439b17180,"There are many unqualified teachers in schools, as it is difficult to hire qualified teachers. One indication of the recognition of the important role of teachers in this context is Alberta’s inclusion of additional questions in the 2018 OECD Teaching and Learning International Survey pertaining to teachers’ and school leaders’ understanding of issues related to Indigenous cultures, history and working with Indigenous students, as well as on relevant professional development. The holistic approach of Indigenous peoples stresses how much these contribute to the overall well-being of children, as well as everyone else, in addition to factors such as material advantage and disadvantage. The trauma suffered by Indigenous peoples, including through the residential school system, is still acutely felt by many. Indeed, we were told that the symptoms of trauma may be increasing rather than diminishing with the passage of time, exacerbated through intergenerational relationships. Against this bigger picture, specific surveys of particular provinces and territories, and comparing Indigenous and non-Indigenous young people, can be better understood (Freeman, King and Pickett, 2016).","There are many unqualified teachers in schools, as it is difficult to hire qualified teachers. Alberta’s inclusion of additional questions in the 2018 OECD Teaching and Learning International Survey is an indication of the recognition of the important role of teachers in this context.",[4],[4],[],[4],"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.264549195766449,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0065aaa240be58d5a1502859fac85680,"In other words, factors that might make a child more prone to experiencing deprivation in a single domain might not make that child more liable to being cumulatively deprived and vice versa. Living in a less densely populated area, for example, has little impact on children’s risks of domain deprivation (with the exception of Germany) and even predicts a lower probability of deprivation in the environment domain. Nevertheless, a child living in an intermediate or thinly populated area in either France or the UK faces higher odds of experiencing cumulative deprivation.","Living in a less densely populated area has little impact on children’s risks of domain deprivation (with the exception of Germany) Nevertheless, a child living in an intermediate or thinly populated area in either France or the UK faces higher odds of experiencing cumulative deprivation.",[1],"[3, 1, 2, 4, 11]","[3, 1, 2]","[4, 11]","[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0.34408819675445557,5,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0069d4b9a97524a8083b72f7145c2175,"Female genital mutilation is sometimes a precursor to child marriage as it is associated with a woman’s “coming of age”. Female genital mutilation may also result in a variety of reproductive health issues, including maternal and infant mortality and obstetric fistula. Pre-natal sex selection and sex selective abortions are forms of discrimination against women and are symptomatic of the devalued status of women in society. In addition, over the past 60 years, numerous provisions in international legal and policy frameworks have called for legal measures to address “harmful practices”.","Female genital mutilation may also result in a variety of reproductive health issues, including maternal and infant mortality and obstetric fistula. Pre-natal sex selection and sex selective abortions are forms of discrimination against women.",[5],"[3, 5, 4]",[3],"[5, 4]","[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.3586694598197937,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
00704743fa4f6f0708910f2aa61eaa36,"The programme relied on strategic integration of all relevant agencies involved in delivering mental health services for this group, and identifying children's needs in the school context. In addition to training teachers, this programme also consisted of social and emotional learning programmes. Parents and community' were also involved in the learning and social aspects of the initiative.","The programme relied on strategic integration of all relevant agencies involved in delivering mental health services for this group. In addition to training teachers,",[3],"[4, 9, 8, 5, 17]",[],"[4, 9, 8, 5, 17]","[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1]",0.2286456674337387,5,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1
0078213fc0005108502b27088b43cbf4,"Although a wide range of public health initiatives are in place, their impact is rarely evaluated. Furthermore, a recent WHO evaluation against essential public health functions found weaknesses mechanisms for perfonnance and accountability (particularly at sub-national level) and training of the public health workforce. A good example of this is the Comision de Enlace Salud, Industriay Comercio (COESAINCO, the Commission for liaison between health, industry and commerce), established in 2012. This brings together the Ministries of Health, Economics, External Trade and the Presidency, and a number of national trade and industry bodies (including those representing the pharmaceutical sector).","A recent WHO evaluation against essential public health functions found weaknesses mechanisms for perfonnance and accountability. A good example of this is the Comision de Enlace Salud, Industriay Comercio.",[3],"[16, 9, 8, 13, 11]","[16, 9]","[8, 13, 11]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0]",0.349124014377594,5,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0
00793f64e9c2a144baee10ec94c862e3,"Only 14 LDCs have even limited oil-refining capacity, the output of which is overwhelmed by that of the other manufacturing sectors. Similarly, available national accounts and employment data typically group together energy-related utilities — electricity and gas — and water supply, with no further breakdown. In households where both women and men are engaged in wood collection, the gender distribution of time savings may also differ significantly from that of time allocation: even if women spend more time than men collecting wood, a greater share of the time savings may accrue to men. This should be achieved through both centralized and decentralized energy technologies and systems, combining the three general models of grid extension, mini-grid access and off-grid access (AGECC, 2010).","Only 14 LDCs have even limited oil-refining capacity, which is overwhelmed by other manufacturing sectors. In households where both women and men are engaged in wood collection, the gender distribution of time savings may differ significantly from that of time allocation. This should be achieved through both centralized and decentralized energy technologies and systems.",[7],"[7, 12, 4, 14, 11]","[7, 12]","[4, 14, 11]","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0]",0.36433887481689453,5,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0
0079ecf3ee3fb853b9e4a245944d0d6b,"The conclusion is that the evolution of the two components of the greenhouse gas intensity measure should be separately identifiable. The ratio itself could give an indication about the greening of production and about structural economic shifts, but not necessarily about the greening of growth. A decline in the emission intensity of production gives no indication of whether such a reduction has been achieved through genuine efficiency improvements or changes in the energy mix, or by substituting away from energy-intensive production through purchases of carbonintensive intermediate products abroad, among a number of other explanations.",A decline in the emission intensity of production gives no indication of whether such a reduction has been achieved. The evolution of the two components of the greenhouse gas intensity measure should be separately identifiable.,[7],"[12, 13, 14, 7, 15]","[12, 13]","[14, 7, 15]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0]",0.3512299060821533,5,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0
00807f106a220853aa9718a456be2814,"These are comprehensive and contemporary in their thinking and approaches, and align the country with international agreements and the EU approximation process. They set the country on the right path towards sustainable development. The challenge facing the Government now is to complete the high-priority strategic actions set forth and, in partnership with public enterprises, public institutions, the private sector, and the public, to apply the products of those actions in day-to-day administration. Its overall goal is to increase the contribution of the forestry sector to the national economy and rural development through sustainable forest management; reliance on renewable resources; protection of the local and global environment; and the delivery of products and services for improving the quality of life of all citizens.","The Government's overall goal is to increase the contribution of the forestry sector to the national economy and rural development. These are comprehensive and contemporary in their thinking and approaches, and align the country with international agreements and the EU approximation process.",[15],"[17, 8, 16, 11, 9]","[17, 8, 16, 11, 9]",[],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1]",0.4908078610897064,5,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1
