text_id,text,sdg_labels,avg_agreement,num_labels,sdg_1,sdg_2,sdg_3,sdg_4,sdg_5,sdg_6,sdg_7,sdg_8,sdg_9,sdg_10,sdg_11,sdg_12,sdg_13,sdg_14,sdg_15,sdg_16,sdg_17,predicted_sdgs,num_predicted_labels,min_distance,distance_sdg_1,distance_sdg_2,distance_sdg_3,distance_sdg_4,distance_sdg_5,distance_sdg_6,distance_sdg_7,distance_sdg_8,distance_sdg_9,distance_sdg_10,distance_sdg_11,distance_sdg_12,distance_sdg_13,distance_sdg_14,distance_sdg_15,distance_sdg_16,distance_sdg_17
0033a165843817c6af43ae9e802dd189,"In the last decade, and particularly since 2010, the number of discharges per capita has tended to decrease, and is now in line with the OECD average mentioned previously. For example, rural dwellers represent 43% of the population but only 32% of hospital attendances. In the absence of additional information, it not possible to determine whether or not this difference signals disparities in access for rural populations, and if so, whether the drivers are geographic, cultural or infrastructural. No data appear to be collected on access to care from the patient perspective, which would aid in understanding the nature of (and remedies for) barriers to access. Overall, it is not possible to determine with the available data whether patient income or socio-economic characteristics play a role in reaching the hospital gates or being admitted. Uneven access probably also stems from the inability of facilities across regions to provide the same services.",[3],1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1.220676,1.2655764,1.4078711,1.2500331,1.3315071,1.3548542,1.3134333,1.3358122,1.3143121,1.3220946,1.220676,1.262916,1.3960104,1.3694742,1.4367868,1.4465401,1.3546741,1.346376
0033dadef04b7adbdd14320547f92c95,"This paper examines the effects of child, early and forced marriages (CEFM) within the Commonwealth, with a specific focus on East Africa, and highlights how to best address the issue using international, regional, and national legal norms and judicial processes currently in place. The East African countries examined are Kenya, Rwanda, Uganda and Tanzania. The introduction is then followed by the background section which gives a historical overview of CEFM at the global level.",[5],0.75,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"5,16",2,1.1270213,1.2852373,1.315097,1.2289269,1.2436033,1.1290948,1.3712767,1.3416568,1.2302663,1.3544016,1.2174478,1.3317974,1.3975348,1.3050274,1.4364194,1.3703796,1.1270213,1.322142
0034e3f6a955d974cccb1565c7b1a0de,"To respond to these new challenges PSV has been encouraged to develop strong links with business and enterprises, to cover remote areas and to cater for less affluent students. It analyses the impact of the dual sector universities in Australia, short cycle higher education in Scotland, three sub-sectors of Norway’s tertiary education and the emerging non-university higher education in Italy, as well as the vocational education and training in Spain. It discusses the issues of transition, participation and collaboration of different types ofpost-secondary education and analysis the impact of policy changes.",[4],1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,8",2,1.1075674,1.2331086,1.3524734,1.3158182,1.1075674,1.3444529,1.3388345,1.2322795,1.1598064,1.2147677,1.2605022,1.2914861,1.2607323,1.2527165,1.3559743,1.3618076,1.2463099,1.239088
0037695bd85443c7a051cd9f2bc02cea,"At the same time, highly unequal countries, like South Africa and Brazil, have relatively stable proportions of the population that believe incomes should be made more equal. The shift in preferences towards redistribution in the BRICS shown in Figure 4.12 is in line with similar findings for OECD countries (OECD, forthcoming). Only in a few OECD countries has no change been found since the late 1980s. Of course, the view that “incomes should be made more (or less) equal” says little about the preferred method for achieving such a change. How these attitudes towards inequality translate into concrete government policy, such as tax and transfer schemes or public service provision, is an important part of the social contract in every country.",[10],1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1,8,10,16",4,0.98140794,1.0671215,1.3050576,1.227844,1.1807142,1.1894675,1.2970414,1.2548833,1.1215793,1.219853,0.98140794,1.2575029,1.3177185,1.299022,1.3546755,1.3674842,1.1656442,1.2358212
003a771b49ec35167101c5842611cd35,"Thus,for example, the stigma attached to welfare recipients or the poor increases their disadvantage. Similarly, dignity and recognition wrongs can cause disadvantage.54 Undervaluing women’s work is a recognition wrong that directly causes socio-economic disadvantage; hence the right to equal pay for work of equal value is an important synthesis of the first two dimensions of the right to equality: redressing disadvantage and addressing stigma and stereotyping. This step has been taken by both the CESCR and the CEDAW Committee. Reporting Guidelines”, para 29; CESCR, Ecuador, op.",[5],1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"4,5,8,10",4,1.1144407,1.1750735,1.3092048,1.2713599,1.1215264,1.1144407,1.2863185,1.3220755,1.1574099,1.2782918,1.1589137,1.2029715,1.2799656,1.2540326,1.3266541,1.3360337,1.1939586,1.3313588
004008a7bcfb140797184b0f00fd675a,"In Bandung City, 44% of total revenue in 2016 is expected to come in the form of transfers from the national government. A common problem w'ith such automatic transfers is the way they are calculated. The General Allocation Fund is partly allocated based on the registered population in the local governments and does not take into account unregistered population, which is high in the City of Bandung.",[11],0.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,1,1.2246602,1.2523056,1.382978,1.3167254,1.3245468,1.2773429,1.308573,1.2738593,1.2648083,1.2853706,1.2586656,1.294763,1.3248343,1.3248632,1.3606064,1.3371851,1.2775309,1.2246602
0044d13c9660479fe02307d649e95837,"It deals with educational outcomes for these groups and analyses the main programmes targeted at them. The chapter places particular emphasis on areas of priority for Chile such as effective ways to use extra resources for disadvantaged students, the monitoring of the learning outcomes of specific student groups, and reflecting Indigenous cultures in the Chilean education system. The chapter also reviews strategies for rural education and the provision and funding of special needs education. First, it describes educational outcomes for these groups of students. Second, it considers the main programmes targeted to specific groups and analyses their strengths and challenges. Finally, the chapter provides some specific policy recommendations.",[4],1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,4,10,13",4,0.9936876,1.1625351,1.2011716,1.2535706,0.9936876,1.2536088,1.2557613,1.2507261,1.1764015,1.2588482,1.1681945,1.1685873,1.2863383,1.1319944,1.3510942,1.3260086,1.2099875,1.2583437
0047195205677a5bcce79b52e4bfcd51,"Groundwater has been discussed in the context of pricing and financing (OECD, 2009a and 2009b), energy (OECD, 2012b), risk management (OECD, 2013e), and broader perspectives covering climate change (OECD, 2013d and 2014a). Groundwater is also featured in the reviews of water reforms at the country level (e.g. Fuentes, 2011; OECD, 2013b). All these reports include sections, sub-sections, paragraphs, or illustrations that relate to groundwater, but they do not convey policy conclusions specifically geared towards the managers of specific types of groundwater, especially in the context of agriculture. First, a consistent observation is that groundwater is generally under-studied and there is a need for more in-depth assessment of groundwater stocks, use, and management practices.",[6],1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"6,11,12,13",4,1.029477,1.1964732,1.2316177,1.325319,1.2922912,1.3559384,1.029477,1.1856824,1.2882106,1.2099488,1.2519364,1.1596426,1.1839436,1.1508127,1.1926296,1.20727,1.2938231,1.2161449
004cf7b0bbc8f0f761c488a7f15eb866,"Some of these interlinkages and synergies are fundamental to facets of building climate change resilience and reducing inequalities. The interlinkages between climate change and other dimensions of development are also well reflected in other Goals. If the frequency and intensity of climate hazards increase, it will be harder for countries to end poverty and hunger, achieve food security, improve nutrition, promote sustainable agriculture and ensure healthy lives (Goals 1-3).",[13],1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"1,2,11,13",4,0.79184526,0.93589234,1.017153,1.0803453,1.0241059,1.220251,1.0411017,1.0795196,1.1069322,1.0209818,1.0887128,0.93318087,1.0472317,0.79184526,1.1646156,1.1457514,1.0631479,1.110606
004d6337ba90d278081c4b3d6f00a85f,"Those in the informal sector are often hit hardest by external shocks; lacking effective social protection coverage, they rely on the flexibility of shifting between different, if low-paid, tasks. When adversity strikes they are more isolated, with less access to networks and relationships of support. They can also be disadvantaged when it comes to emergency relief.",[1],1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,10,11",3,1.1508961,1.1508961,1.3552078,1.2873553,1.2730712,1.3328437,1.368404,1.3166763,1.2367007,1.2723621,1.1888596,1.1980033,1.4172447,1.2605633,1.450813,1.4238793,1.2579288,1.2785062
004d7719d6c26c11427bb3e89535efab,"Foster capacity-building at all levels of government. This implies combining investment in physical water and sanitation “hard” infrastructure with the provision of “soft’ infrastructure, which is essentially the institutions upon which water outcomes rely. The development of skills, technical expertise and knowledge and the availability of staff and time are preconditions for effective governance of water policy.",[6],1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1,6,9,11",4,0.91317886,1.0797793,1.2723871,1.222125,1.16244,1.2439811,0.91317886,1.1042078,1.171926,1.0501182,1.1576934,1.0480009,1.180916,1.10338,1.1947029,1.2441151,1.1215361,1.1655291
004df4e1e6a7122fe2876f4342e908d1,"At federal level, the National Water Commission (CONAGUA) is the main body in charge of water planning, financing and strategic setting; there is no overarching framework for the provision of water services which, according to the Constitution, is the responsibility of municipalities with varying levels of capacity and resources. The 1992 National Water Law has gradually transferred water resource responsibilities to 13 river basin organisations, which operate as CONAGUA implementing agencies. While some progress has been achieved in better managing interdependencies across stakeholders and creating an overarching framework for water resources management, much remains to be done to overcome the scattered regulatory framework for water services. Irrigation units typically operate without a legal identity and are not organised to voice their concerns.",[6],1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"6,13,14,17",4,1.0005722,1.2076538,1.2913278,1.2730808,1.27759,1.2864125,1.0005722,1.2033031,1.2991004,1.2051996,1.2543799,1.2239584,1.1957881,1.1253918,1.1842916,1.2065148,1.2012538,1.1623287
0059520388019c9dc0c8dda76c00bd9e,"In addition to rising sea levels and global temperatures, extreme weather events are becoming more common and natural habitats such as coral reefs are declining. These changes affect people everywhere, but disproportionately harm the poorest and the most vulnerable. Concerted action is urgently needed to stem climate change and strengthen resilience to pervasive and ever-increasing climate-related hazards.",[13],1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"6,11,13,14",4,0.8813065,1.1163517,1.1625392,1.144521,1.164845,1.286698,1.1137166,1.2129772,1.2680386,1.2365243,1.2782142,1.0206614,1.1256434,0.8813065,1.0458125,1.13214,1.2102488,1.2880388
0059f134c141fe1981c25551eca038ac,"In contrast, when electricity firms are controlled by investment funds, rather than forming part of transnational companies, there is less opportunity for operational synergies and knowledge transfers within the enterprise. If the presence of investment funds in the sector were to expand, it could produce a business model in which ownership of the assets (by the investment funds) is separated from their management ( in the hands of the electricity firms), in a system similar to that operated by some hotel groups. In that year, it purchased 38% of EDENOR, one of the leading energy distributors in Argentina. Later it increased its interests in this country with other transmission and generating companies.",[7],1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"7,9,17",3,1.0960361,1.3440824,1.3742644,1.386902,1.3663492,1.3901011,1.3053215,1.0960361,1.2715772,1.1840885,1.2681242,1.3562021,1.2894893,1.2868228,1.3964931,1.3432761,1.3108084,1.1703086
0060bca9e7e186b86b4cf055d487ea36,"The implicit tax penalty for married women should also be removed, as the Federal Council is currently considering. More flexibility in working arrangements could further alleviate women’s cost of reconciling work and family life. For instance, facilitating flexi-time, annualised hours, job-sharing, part-time and telework options for both women and men, and creating paternity and/or consecutive, take-it-or-leave-it parental leave could facilitate transition in and out of the labour market.",[5],1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"3,4,5,8",4,1.1351953,1.2535168,1.3050778,1.1775242,1.208477,1.1351953,1.3073723,1.3071737,1.1482836,1.3137947,1.262573,1.2837219,1.3666909,1.2747339,1.3192787,1.3522741,1.3114327,1.3076649
0062160dc39a0a604227605439b17180,"There are many unqualified teachers in schools, as it is difficult to hire qualified teachers. One indication of the recognition of the important role of teachers in this context is Alberta’s inclusion of additional questions in the 2018 OECD Teaching and Learning International Survey pertaining to teachers’ and school leaders’ understanding of issues related to Indigenous cultures, history and working with Indigenous students, as well as on relevant professional development. The holistic approach of Indigenous peoples stresses how much these contribute to the overall well-being of children, as well as everyone else, in addition to factors such as material advantage and disadvantage. The trauma suffered by Indigenous peoples, including through the residential school system, is still acutely felt by many. Indeed, we were told that the symptoms of trauma may be increasing rather than diminishing with the passage of time, exacerbated through intergenerational relationships. Against this bigger picture, specific surveys of particular provinces and territories, and comparing Indigenous and non-Indigenous young people, can be better understood (Freeman, King and Pickett, 2016).",[4],1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,11,13",3,1.0855888,1.2770452,1.2667952,1.3320903,1.0855888,1.301004,1.3601992,1.3449807,1.2571291,1.3452246,1.2965972,1.2053636,1.3798664,1.1905713,1.4303414,1.3544949,1.2409323,1.3665215
0065aaa240be58d5a1502859fac85680,"In other words, factors that might make a child more prone to experiencing deprivation in a single domain might not make that child more liable to being cumulatively deprived and vice versa. Living in a less densely populated area, for example, has little impact on children’s risks of domain deprivation (with the exception of Germany) and even predicts a lower probability of deprivation in the environment domain. Nevertheless, a child living in an intermediate or thinly populated area in either France or the UK faces higher odds of experiencing cumulative deprivation.",[1],1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,4,11,13",4,1.1455749,1.1455749,1.2471149,1.2164295,1.1809161,1.35056,1.3042051,1.3049045,1.2329426,1.2676951,1.2290059,1.165635,1.3475227,1.1928695,1.3572712,1.3695879,1.2901256,1.3561952
0069d4b9a97524a8083b72f7145c2175,"Female genital mutilation is sometimes a precursor to child marriage as it is associated with a woman’s “coming of age”. Female genital mutilation may also result in a variety of reproductive health issues, including maternal and infant mortality and obstetric fistula. Pre-natal sex selection and sex selective abortions are forms of discrimination against women and are symptomatic of the devalued status of women in society. In addition, over the past 60 years, numerous provisions in international legal and policy frameworks have called for legal measures to address “harmful practices”.",[5],1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"3,5,10,16",4,0.95134777,1.2638239,1.2592943,1.0829889,1.2101948,0.95134777,1.3011013,1.3535596,1.2185367,1.3534412,1.2013531,1.2555641,1.3189775,1.3170587,1.3308464,1.2512556,1.1762048,1.4008377
00704743fa4f6f0708910f2aa61eaa36,"The programme relied on strategic integration of all relevant agencies involved in delivering mental health services for this group, and identifying children's needs in the school context. In addition to training teachers, this programme also consisted of social and emotional learning programmes. Parents and community' were also involved in the learning and social aspects of the initiative.",[3],1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1.1593442,1.2386117,1.3063732,1.2424886,1.1593442,1.3027675,1.3008908,1.3117428,1.2780627,1.331436,1.2947395,1.2599943,1.2996832,1.2471815,1.4368001,1.4250175,1.2750505,1.3112158
0078213fc0005108502b27088b43cbf4,"Although a wide range of public health initiatives are in place, their impact is rarely evaluated. Furthermore, a recent WHO evaluation against essential public health functions found weaknesses mechanisms for perfonnance and accountability (particularly at sub-national level) and training of the public health workforce. A good example of this is the Comision de Enlace Salud, Industriay Comercio (COESAINCO, the Commission for liaison between health, industry and commerce), established in 2012. This brings together the Ministries of Health, Economics, External Trade and the Presidency, and a number of national trade and industry bodies (including those representing the pharmaceutical sector).",[3],1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,10,12,16",4,1.1447666,1.2606056,1.3065001,1.1447666,1.2765656,1.245147,1.2229198,1.2654148,1.2384089,1.2335739,1.2077368,1.2630787,1.1999385,1.2769698,1.261982,1.2179364,1.1795594,1.2258319
00793f64e9c2a144baee10ec94c862e3,"Only 14 LDCs have even limited oil-refining capacity, the output of which is overwhelmed by that of the other manufacturing sectors. Similarly, available national accounts and employment data typically group together energy-related utilities — electricity and gas — and water supply, with no further breakdown. In households where both women and men are engaged in wood collection, the gender distribution of time savings may also differ significantly from that of time allocation: even if women spend more time than men collecting wood, a greater share of the time savings may accrue to men. This should be achieved through both centralized and decentralized energy technologies and systems, combining the three general models of grid extension, mini-grid access and off-grid access (AGECC, 2010).",[7],0.7777777777777778,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1,6,7,9",4,1.0945209,1.1648055,1.2825211,1.2891955,1.2574898,1.2581717,1.156886,1.0945209,1.1932076,1.1487283,1.2820382,1.1650692,1.2130173,1.1903852,1.2986339,1.3312529,1.3076159,1.2509031
0079ecf3ee3fb853b9e4a245944d0d6b,"The conclusion is that the evolution of the two components of the greenhouse gas intensity measure should be separately identifiable. The ratio itself could give an indication about the greening of production and about structural economic shifts, but not necessarily about the greening of growth. A decline in the emission intensity of production gives no indication of whether such a reduction has been achieved through genuine efficiency improvements or changes in the energy mix, or by substituting away from energy-intensive production through purchases of carbonintensive intermediate products abroad, among a number of other explanations.",[7],0.7142857142857143,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"7,12,13,14",4,1.1162822,1.3135296,1.2450445,1.3304641,1.32821,1.366137,1.2208612,1.1598883,1.2075835,1.2151793,1.2853342,1.303117,1.1162822,1.1499038,1.2009835,1.2609987,1.3013662,1.2605178
00807f106a220853aa9718a456be2814,"These are comprehensive and contemporary in their thinking and approaches, and align the country with international agreements and the EU approximation process. They set the country on the right path towards sustainable development. The challenge facing the Government now is to complete the high-priority strategic actions set forth and, in partnership with public enterprises, public institutions, the private sector, and the public, to apply the products of those actions in day-to-day administration. Its overall goal is to increase the contribution of the forestry sector to the national economy and rural development through sustainable forest management; reliance on renewable resources; protection of the local and global environment; and the delivery of products and services for improving the quality of life of all citizens.",[15],1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"7,11,12,15",4,0.92256373,1.0881468,1.156918,1.1003499,1.1181549,1.200541,1.081719,1.0068038,1.0478468,1.0406873,1.1320711,1.0118486,0.92256373,1.1123697,1.1699634,0.9825849,1.0237131,1.0921198
00846c887bf9f4c8006e2b13ed12bcb8,"Of mammals, four species are extinct at the national level and five species are critically endangered (lynx, leopard, striped hyena, red deer and wild goat). Of the two species of tur - West Caucasian tur {Capra caucasica) and East Caucasian tur (Capra cylindricomis) - the West Caucasian tur has the smallest population size and is found in only a few areas of Georgia. Among ungulates, the rarest species is the wild goat (Capra aegagrus), found only in Tusheti Protected Areas with an estimated population size of 210.",[15],1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1.215384,1.3494087,1.215384,1.3566581,1.3513867,1.3924004,1.3042898,1.3756291,1.3877097,1.3843741,1.401971,1.3156092,1.3610847,1.3198515,1.3097388,1.2322598,1.3469062,1.3897803
00864801b442bb957360e47bfe0575d9,"More males than females suffer and die from diarrhoea in every region except South-East Asia. Absence or inadequate provision of public toilets for women reflects - and reinforces - women's exclusion from public power and public spaces more generally. Yet many millions of people in the world lack even the most rudimentary means of obtaining safe water, while billions do not have sanitation facilities that are protected from outside contamination (UN 2015, UN 2014, UN-Women 2014, WHO and UNICEF 2014). Water and sanitation access, demand, provision, priority, health, organization and policy are gendered, even if this is manifested in different ways in different places. The gendered dimensions of the water, sanitation and hygiene (WASH) sector are increasingly reflected in public policy agendas, but concrete results have been partial and uneven. Water was generally thought of as a physical resource whose provision was determined, for the most part, by the hydrological cycle and physical infrastructure.",[6],1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1,6,11,13",4,0.8671668,1.0352713,1.1830536,1.0936259,1.1146746,1.0722091,0.8671668,1.1400841,1.1351209,1.1503172,1.1820172,0.9718223,1.0893824,1.0413207,1.2422005,1.2060461,1.135186,1.2814759
00866ed06339fbe351d2fb3157ce5042,"Drawing on the sub-set of AfT data within the CRS, the OECD data show that - for all donors and for all developing countries - flows classified under TRA (the final and barely visible column on the right) are negligible compared with the other three categories, particularly those destined for ‘building productive capacity’ or ‘economic infrastructure’. As shown in Table 13.1, the negligible share of measured TRA in relation to total AfT flows is present across all major country classifications, irrespective of the year chosen in the CRS database. For 2009, TRA flows do not equal more than 0.38 per cent of the value of total AfT flows when countries are disaggregated by geographic area, income group or status as an SVE.",[10],1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"9,10,17",3,1.1179949,1.2271193,1.3692172,1.3345174,1.2757622,1.3618376,1.2507651,1.2276844,1.2302511,1.1300104,1.1179949,1.2417862,1.2283165,1.2445158,1.3389207,1.3497071,1.2169596,1.1258161
