text_id,text,sdg_labels,avg_agreement,num_labels,sdg_1,sdg_2,sdg_3,sdg_4,sdg_5,sdg_6,sdg_7,sdg_8,sdg_9,sdg_10,sdg_11,sdg_12,sdg_13,sdg_14,sdg_15,sdg_16,sdg_17,assigned_sdgs,num_assigned_sdgs,max_similarity,sim_sdg_1,sim_sdg_2,sim_sdg_3,sim_sdg_4,sim_sdg_5,sim_sdg_6,sim_sdg_7,sim_sdg_8,sim_sdg_9,sim_sdg_10,sim_sdg_11,sim_sdg_12,sim_sdg_13,sim_sdg_14,sim_sdg_15,sim_sdg_16,sim_sdg_17
0033a165843817c6af43ae9e802dd189,"In the last decade, and particularly since 2010, the number of discharges per capita has tended to decrease, and is now in line with the OECD average mentioned previously. For example, rural dwellers represent 43% of the population but only 32% of hospital attendances. In the absence of additional information, it not possible to determine whether or not this difference signals disparities in access for rural populations, and if so, whether the drivers are geographic, cultural or infrastructural. No data appear to be collected on access to care from the patient perspective, which would aid in understanding the nature of (and remedies for) barriers to access. Overall, it is not possible to determine with the available data whether patient income or socio-economic characteristics play a role in reaching the hospital gates or being admitted. Uneven access probably also stems from the inability of facilities across regions to provide the same services.",[3],1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.0,0.25497496,0.19915809,0.008949345,0.21870841,0.1135444,0.08218495,0.13744654,0.10780287,0.13629188,0.126033,0.25497496,0.20252171,0.025577508,0.06227024,-0.03217819,-0.04623914,0.0824291,0.09363591
0033dadef04b7adbdd14320547f92c95,"This paper examines the effects of child, early and forced marriages (CEFM) within the Commonwealth, with a specific focus on East Africa, and highlights how to best address the issue using international, regional, and national legal norms and judicial processes currently in place. The East African countries examined are Kenya, Rwanda, Uganda and Tanzania. The introduction is then followed by the background section which gives a historical overview of CEFM at the global level.",[5],0.75,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"16,5",2.0,0.36491147,0.17408253,0.1352598,0.24486938,0.22672541,0.3625724,0.059800148,0.099978626,0.2432224,0.082798235,0.25891054,0.11315782,0.023448095,0.14845176,-0.031650413,0.061029997,0.36491147,0.12597024
0034e3f6a955d974cccb1565c7b1a0de,"To respond to these new challenges PSV has been encouraged to develop strong links with business and enterprises, to cover remote areas and to cater for less affluent students. It analyses the impact of the dual sector universities in Australia, short cycle higher education in Scotland, three sub-sectors of Norway’s tertiary education and the emerging non-university higher education in Italy, as well as the vocational education and training in Spain. It discusses the issues of transition, participation and collaboration of different types ofpost-secondary education and analysis the impact of policy changes.",[4],1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,8",2.0,0.3866474,0.23972169,0.085407875,0.13431145,0.3866474,0.096223354,0.10376112,0.24074362,0.32742453,0.26216972,0.20556708,0.16603187,0.20527704,0.21535075,0.08066698,0.0727401,0.223356,0.23233037
0037695bd85443c7a051cd9f2bc02cea,"At the same time, highly unequal countries, like South Africa and Brazil, have relatively stable proportions of the population that believe incomes should be made more equal. The shift in preferences towards redistribution in the BRICS shown in Figure 4.12 is in line with similar findings for OECD countries (OECD, forthcoming). Only in a few OECD countries has no change been found since the late 1980s. Of course, the view that “incomes should be made more (or less) equal” says little about the preferred method for achieving such a change. How these attitudes towards inequality translate into concrete government policy, such as tax and transfer schemes or public service provision, is an important part of the social contract in every country.",[10],1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"10,1,8,16",4.0,0.5184195,0.43062595,0.14841227,0.24619976,0.30295697,0.2925834,0.1588419,0.21263401,0.37103015,0.2559793,0.5184195,0.20934321,0.1318089,0.15627094,0.0824271,0.06499341,0.320637,0.23637292
003a771b49ec35167101c5842611cd35,"Thus,for example, the stigma attached to welfare recipients or the poor increases their disadvantage. Similarly, dignity and recognition wrongs can cause disadvantage.54 Undervaluing women’s work is a recognition wrong that directly causes socio-economic disadvantage; hence the right to equal pay for work of equal value is an important synthesis of the first two dimensions of the right to equality: redressing disadvantage and addressing stigma and stereotyping. This step has been taken by both the CESCR and the CEDAW Committee. Reporting Guidelines”, para 29; CESCR, Ecuador, op.",[5],1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"5,4,8,10",4.0,0.37901092,0.3096011,0.14299144,0.19182213,0.37108955,0.37901092,0.17269227,0.12605812,0.3302012,0.18298511,0.3284594,0.27642992,0.18084401,0.21370122,0.11999457,0.107507065,0.28723136,0.11374183
004008a7bcfb140797184b0f00fd675a,"In Bandung City, 44% of total revenue in 2016 is expected to come in the form of transfers from the national government. A common problem w'ith such automatic transfers is the way they are calculated. The General Allocation Fund is partly allocated based on the registered population in the local governments and does not take into account unregistered population, which is high in the City of Bandung.",[11],0.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,1.0,0.25010377,0.21586525,0.043685906,0.13311715,0.12278781,0.18419768,0.14381859,0.18864131,0.20013008,0.17391126,0.2078806,0.1617944,0.12240693,0.12236871,0.07437508,0.1059679,0.18395741,0.25010377
0044d13c9660479fe02307d649e95837,"It deals with educational outcomes for these groups and analyses the main programmes targeted at them. The chapter places particular emphasis on areas of priority for Chile such as effective ways to use extra resources for disadvantaged students, the monitoring of the learning outcomes of specific student groups, and reflecting Indigenous cultures in the Chilean education system. The chapter also reviews strategies for rural education and the provision and funding of special needs education. First, it describes educational outcomes for these groups of students. Second, it considers the main programmes targeted to specific groups and analyses their strengths and challenges. Finally, the chapter provides some specific policy recommendations.",[4],1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,13,1,10",4.0,0.50629264,0.32425636,0.2785933,0.21428047,0.50629264,0.21423262,0.21153203,0.21784209,0.30803987,0.20765062,0.3176607,0.3172019,0.1726669,0.35929424,0.08727219,0.12085071,0.2679652,0.20828548
0047195205677a5bcce79b52e4bfcd51,"Groundwater has been discussed in the context of pricing and financing (OECD, 2009a and 2009b), energy (OECD, 2012b), risk management (OECD, 2013e), and broader perspectives covering climate change (OECD, 2013d and 2014a). Groundwater is also featured in the reviews of water reforms at the country level (e.g. Fuentes, 2011; OECD, 2013b). All these reports include sections, sub-sections, paragraphs, or illustrations that relate to groundwater, but they do not convey policy conclusions specifically geared towards the managers of specific types of groundwater, especially in the context of agriculture. First, a consistent observation is that groundwater is generally under-studied and there is a need for more in-depth assessment of groundwater stocks, use, and management practices.",[6],1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"6,13,11,12",4.0,0.47008872,0.284226,0.24155901,0.1217648,0.16499175,0.08071534,0.47008872,0.2970785,0.17025657,0.268012,0.21632765,0.32761458,0.29913884,0.3378151,0.28881726,0.27124956,0.16301091,0.26049587
004cf7b0bbc8f0f761c488a7f15eb866,"Some of these interlinkages and synergies are fundamental to facets of building climate change resilience and reducing inequalities. The interlinkages between climate change and other dimensions of development are also well reflected in other Goals. If the frequency and intensity of climate hazards increase, it will be harder for countries to end poverty and hunger, achieve food security, improve nutrition, promote sustainable agriculture and ensure healthy lives (Goals 1-3).",[13],1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"13,11,1,2",4.0,0.6864906,0.56205285,0.4826998,0.416427,0.47560373,0.2554936,0.45805356,0.41731867,0.3873505,0.478798,0.40735212,0.56458646,0.4516528,0.6864906,0.32183522,0.34362695,0.43485844,0.3832772
004d6337ba90d278081c4b3d6f00a85f,"Those in the informal sector are often hit hardest by external shocks; lacking effective social protection coverage, they rely on the flexibility of shifting between different, if low-paid, tasks. When adversity strikes they are more isolated, with less access to networks and relationships of support. They can also be disadvantaged when it comes to emergency relief.",[1],1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,10,11",3.0,0.3377191,0.3377191,0.08170588,0.17135818,0.18964507,0.111763954,0.0637353,0.13318197,0.23528576,0.1905475,0.2933066,0.28239408,-0.0042912164,0.2054901,-0.052429292,-0.013716117,0.20880759,0.18271114
004d7719d6c26c11427bb3e89535efab,"Foster capacity-building at all levels of government. This implies combining investment in physical water and sanitation “hard” infrastructure with the provision of “soft’ infrastructure, which is essentially the institutions upon which water outcomes rely. The development of skills, technical expertise and knowledge and the availability of staff and time are preconditions for effective governance of water policy.",[6],1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"6,11,9,1",4.0,0.5830526,0.4170385,0.19051535,0.2532052,0.32436684,0.2262554,0.5830526,0.39036253,0.31329462,0.44862583,0.32987282,0.45084676,0.30271885,0.39127642,0.28634235,0.2260888,0.3710783,0.32077074
004df4e1e6a7122fe2876f4342e908d1,"At federal level, the National Water Commission (CONAGUA) is the main body in charge of water planning, financing and strategic setting; there is no overarching framework for the provision of water services which, according to the Constitution, is the responsibility of municipalities with varying levels of capacity and resources. The 1992 National Water Law has gradually transferred water resource responsibilities to 13 river basin organisations, which operate as CONAGUA implementing agencies. While some progress has been achieved in better managing interdependencies across stakeholders and creating an overarching framework for water resources management, much remains to be done to overcome the scattered regulatory framework for water services. Irrigation units typically operate without a legal identity and are not organised to voice their concerns.",[6],1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"6,13,17,14",4.0,0.4994278,0.27078605,0.1662362,0.18963245,0.18388185,0.17257139,0.4994278,0.27603084,0.15616907,0.273747,0.21326543,0.25096288,0.2850454,0.36674654,0.29872665,0.2721609,0.27849463,0.32449597
0059520388019c9dc0c8dda76c00bd9e,"In addition to rising sea levels and global temperatures, extreme weather events are becoming more common and natural habitats such as coral reefs are declining. These changes affect people everywhere, but disproportionately harm the poorest and the most vulnerable. Concerted action is urgently needed to stem climate change and strengthen resilience to pervasive and ever-increasing climate-related hazards.",[13],1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"13,11,14,6",4.0,0.61164933,0.37687925,0.32425126,0.34503585,0.32156822,0.1722041,0.37981752,0.26434338,0.19603918,0.23550384,0.18308428,0.47912523,0.3664636,0.61164933,0.4531382,0.35912943,0.26764894,0.17047791
0059f134c141fe1981c25551eca038ac,"In contrast, when electricity firms are controlled by investment funds, rather than forming part of transnational companies, there is less opportunity for operational synergies and knowledge transfers within the enterprise. If the presence of investment funds in the sector were to expand, it could produce a business model in which ownership of the assets (by the investment funds) is separated from their management ( in the hands of the electricity firms), in a system similar to that operated by some hotel groups. In that year, it purchased 38% of EDENOR, one of the leading energy distributors in Argentina. Later it increased its interests in this country with other transmission and generating companies.",[7],1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"7,17,9",3.0,0.3993524,0.0967214,0.055698812,0.038251553,0.06654491,0.03380942,0.14806801,0.3993524,0.19154559,0.2989672,0.19593057,0.08035792,0.16860868,0.1720436,0.024903474,0.09780473,0.14089067,0.3151889
0060bca9e7e186b86b4cf055d487ea36,"The implicit tax penalty for married women should also be removed, as the Federal Council is currently considering. More flexibility in working arrangements could further alleviate women’s cost of reconciling work and family life. For instance, facilitating flexi-time, annualised hours, job-sharing, part-time and telework options for both women and men, and creating paternity and/or consecutive, take-it-or-leave-it parental leave could facilitate transition in and out of the labour market.",[5],1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"5,8,3,4",4.0,0.35566568,0.21434787,0.14838597,0.30671838,0.26979157,0.35566568,0.1453889,0.14564852,0.34072238,0.13697168,0.2029547,0.17602907,0.06607787,0.18752672,0.12975186,0.08567745,0.14007214,0.1450063
0062160dc39a0a604227605439b17180,"There are many unqualified teachers in schools, as it is difficult to hire qualified teachers. One indication of the recognition of the important role of teachers in this context is Alberta’s inclusion of additional questions in the 2018 OECD Teaching and Learning International Survey pertaining to teachers’ and school leaders’ understanding of issues related to Indigenous cultures, history and working with Indigenous students, as well as on relevant professional development. The holistic approach of Indigenous peoples stresses how much these contribute to the overall well-being of children, as well as everyone else, in addition to factors such as material advantage and disadvantage. The trauma suffered by Indigenous peoples, including through the residential school system, is still acutely felt by many. Indeed, we were told that the symptoms of trauma may be increasing rather than diminishing with the passage of time, exacerbated through intergenerational relationships. Against this bigger picture, specific surveys of particular provinces and territories, and comparing Indigenous and non-Indigenous young people, can be better understood (Freeman, King and Pickett, 2016).",[4],1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,13,11",3.0,0.41074848,0.18457764,0.19761495,0.11276764,0.41074848,0.15369411,0.074928954,0.0955135,0.20981316,0.095185354,0.15941773,0.27354926,0.047984324,0.29127,-0.02293834,0.08267171,0.23004344,0.06630934
0065aaa240be58d5a1502859fac85680,"In other words, factors that might make a child more prone to experiencing deprivation in a single domain might not make that child more liable to being cumulatively deprived and vice versa. Living in a less densely populated area, for example, has little impact on children’s risks of domain deprivation (with the exception of Germany) and even predicts a lower probability of deprivation in the environment domain. Nevertheless, a child living in an intermediate or thinly populated area in either France or the UK faces higher odds of experiencing cumulative deprivation.",[1],1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,11,4,13",4.0,0.3438292,0.3438292,0.2223523,0.26015002,0.30271882,0.08799395,0.14952467,0.14861228,0.23992644,0.19647472,0.24477215,0.32064763,0.092091285,0.28853104,0.07890747,0.06211449,0.16778792,0.08036735
0069d4b9a97524a8083b72f7145c2175,"Female genital mutilation is sometimes a precursor to child marriage as it is associated with a woman’s “coming of age”. Female genital mutilation may also result in a variety of reproductive health issues, including maternal and infant mortality and obstetric fistula. Pre-natal sex selection and sex selective abortions are forms of discrimination against women and are symptomatic of the devalued status of women in society. In addition, over the past 60 years, numerous provisions in international legal and policy frameworks have called for legal measures to address “harmful practices”.",[5],1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"5,3,16,10",4.0,0.5474684,0.20137464,0.20708892,0.41356778,0.2677142,0.5474684,0.15356778,0.083938204,0.25758412,0.084098466,0.27837548,0.21177943,0.13014932,0.13267827,0.11442385,0.21717969,0.30827108,0.018826924
00704743fa4f6f0708910f2aa61eaa36,"The programme relied on strategic integration of all relevant agencies involved in delivering mental health services for this group, and identifying children's needs in the school context. In addition to training teachers, this programme also consisted of social and emotional learning programmes. Parents and community' were also involved in the learning and social aspects of the initiative.",[3],1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.0,0.32796052,0.23292065,0.14669444,0.22811106,0.32796052,0.1513984,0.1538416,0.13966548,0.18327782,0.11363899,0.16182478,0.20620716,0.15541172,0.22226927,-0.032197222,-0.015337472,0.18712306,0.14035666
0078213fc0005108502b27088b43cbf4,"Although a wide range of public health initiatives are in place, their impact is rarely evaluated. Furthermore, a recent WHO evaluation against essential public health functions found weaknesses mechanisms for perfonnance and accountability (particularly at sub-national level) and training of the public health workforce. A good example of this is the Comision de Enlace Salud, Industriay Comercio (COESAINCO, the Commission for liaison between health, industry and commerce), established in 2012. This brings together the Ministries of Health, Economics, External Trade and the Presidency, and a number of national trade and industry bodies (including those representing the pharmaceutical sector).",[3],1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,16,12,10",4.0,0.3447546,0.20543684,0.14652865,0.3447546,0.18519025,0.22480445,0.2522337,0.1993626,0.23317157,0.23914766,0.27068585,0.202316,0.2800737,0.18467394,0.2037007,0.2583155,0.30431995,0.24866803
00793f64e9c2a144baee10ec94c862e3,"Only 14 LDCs have even limited oil-refining capacity, the output of which is overwhelmed by that of the other manufacturing sectors. Similarly, available national accounts and employment data typically group together energy-related utilities — electricity and gas — and water supply, with no further breakdown. In households where both women and men are engaged in wood collection, the gender distribution of time savings may also differ significantly from that of time allocation: even if women spend more time than men collecting wood, a greater share of the time savings may accrue to men. This should be achieved through both centralized and decentralized energy technologies and systems, combining the three general models of grid extension, mini-grid access and off-grid access (AGECC, 2010).",[7],0.7777777777777778,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"7,9,6,1",4.0,0.40101212,0.3216139,0.17756984,0.16898732,0.20935991,0.2085021,0.3308075,0.40101212,0.28812775,0.34021172,0.17818895,0.32130656,0.26429445,0.2914914,0.15677497,0.113882825,0.14507046,0.21762057
0079ecf3ee3fb853b9e4a245944d0d6b,"The conclusion is that the evolution of the two components of the greenhouse gas intensity measure should be separately identifiable. The ratio itself could give an indication about the greening of production and about structural economic shifts, but not necessarily about the greening of growth. A decline in the emission intensity of production gives no indication of whether such a reduction has been achieved through genuine efficiency improvements or changes in the energy mix, or by substituting away from energy-intensive production through purchases of carbonintensive intermediate products abroad, among a number of other explanations.",[7],0.7142857142857143,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"12,13,7,14",4.0,0.3769571,0.13731991,0.224932,0.114932545,0.11792913,0.06683464,0.25474915,0.3273298,0.27087098,0.26166964,0.17395797,0.15094298,0.3769571,0.33886066,0.27881926,0.20494111,0.15322301,0.20554735
00807f106a220853aa9718a456be2814,"These are comprehensive and contemporary in their thinking and approaches, and align the country with international agreements and the EU approximation process. They set the country on the right path towards sustainable development. The challenge facing the Government now is to complete the high-priority strategic actions set forth and, in partnership with public enterprises, public institutions, the private sector, and the public, to apply the products of those actions in day-to-day administration. Its overall goal is to increase the contribution of the forestry sector to the national economy and rural development through sustainable forest management; reliance on renewable resources; protection of the local and global environment; and the delivery of products and services for improving the quality of life of all citizens.",[15],1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"12,15,7,11",4.0,0.574438,0.40796864,0.33077034,0.39461523,0.3748648,0.27935088,0.41494182,0.49317324,0.4510085,0.45848495,0.35920763,0.48808134,0.574438,0.38131714,0.31559289,0.51726335,0.4760057,0.40363717
00846c887bf9f4c8006e2b13ed12bcb8,"Of mammals, four species are extinct at the national level and five species are critically endangered (lynx, leopard, striped hyena, red deer and wild goat). Of the two species of tur - West Caucasian tur {Capra caucasica) and East Caucasian tur (Capra cylindricomis) - the West Caucasian tur has the smallest population size and is found in only a few areas of Georgia. Among ungulates, the rarest species is the wild goat (Capra aegagrus), found only in Tusheti Protected Areas with an estimated population size of 210.",[15],1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1.0,0.26142082,0.08954796,0.26142082,0.07973946,0.08687704,0.030610552,0.14941423,0.053822394,0.037130743,0.041754197,0.01723864,0.13458608,0.07372407,0.128996,0.14229217,0.24076796,0.09292189,0.034255184
00864801b442bb957360e47bfe0575d9,"More males than females suffer and die from diarrhoea in every region except South-East Asia. Absence or inadequate provision of public toilets for women reflects - and reinforces - women's exclusion from public power and public spaces more generally. Yet many millions of people in the world lack even the most rudimentary means of obtaining safe water, while billions do not have sanitation facilities that are protected from outside contamination (UN 2015, UN 2014, UN-Women 2014, WHO and UNICEF 2014). Water and sanitation access, demand, provision, priority, health, organization and policy are gendered, even if this is manifested in different ways in different places. The gendered dimensions of the water, sanitation and hygiene (WASH) sector are increasingly reflected in public policy agendas, but concrete results have been partial and uneven. Water was generally thought of as a physical resource whose provision was determined, for the most part, by the hydrological cycle and physical infrastructure.",[6],1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"6,11,1,13",4.0,0.6240108,0.46410674,0.3001922,0.40199128,0.3787502,0.42518395,0.6240108,0.35010412,0.35575038,0.33838516,0.3014178,0.5277807,0.40662318,0.45782566,0.2284691,0.27272642,0.35567656,0.17890984
00866ed06339fbe351d2fb3157ce5042,"Drawing on the sub-set of AfT data within the CRS, the OECD data show that - for all donors and for all developing countries - flows classified under TRA (the final and barely visible column on the right) are negligible compared with the other three categories, particularly those destined for ‘building productive capacity’ or ‘economic infrastructure’. As shown in Table 13.1, the negligible share of measured TRA in relation to total AfT flows is present across all major country classifications, irrespective of the year chosen in the CRS database. For 2009, TRA flows do not equal more than 0.38 per cent of the value of total AfT flows when countries are disaggregated by geographic area, income group or status as an SVE.",[10],1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"10,17,9",3.0,0.37504366,0.24708901,0.06262221,0.10953176,0.18621561,0.072699234,0.21779351,0.24639586,0.24324124,0.36153847,0.37504366,0.2289835,0.2456192,0.22559021,0.10364572,0.089145385,0.25950477,0.36626926
